student_id,age,gender,major,GPA,course_load,avg_course_grade,attendance_rate,enrollment_status,lms_logins_past_month,avg_session_duration_minutes,assignment_submission_rate,forum_participation_count,video_completion_rate,risk_level,ID,Name,Department,Year
S1349,25.0,Female,Arts,3.39,4.0,96.5,0.74,Leave,15.0,73.0,0.69,19.0,0.66,High,,,,
S1350,22.0,Other,Computer Science,2.65,4.0,82.2,0.92,Active,39.0,43.0,0.6,8.0,0.58,Medium,,,,
S1351,21.0,Female,Computer Science,2.47,3.0,67.0,0.96,Active,38.0,64.0,0.71,2.0,0.73,High,,,,
S1352,25.0,Other,Computer Science,2.42,4.0,75.1,0.81,Active,31.0,68.0,0.81,19.0,0.94,High,,,,
S1353,24.0,Other,Arts,3.71,5.0,93.7,0.78,Leave,8.0,12.0,0.61,18.0,0.79,Medium,,,,
S1354,23.0,Female,Business,3.64,6.0,85.8,0.61,Graduated,26.0,26.0,0.65,17.0,0.94,High,,,,
S1355,19.0,Male,Engineering,2.88,4.0,86.0,0.95,Leave,32.0,87.0,0.93,19.0,0.6,Medium,,,,
S1356,21.0,Female,Engineering,2.26,3.0,94.7,0.61,Leave,9.0,87.0,1.0,7.0,0.58,High,,,,
S1357,21.0,Other,Arts,2.76,5.0,95.8,0.98,Leave,16.0,55.0,0.66,0.0,0.79,Medium,,,,
S1358,20.0,Male,Engineering,3.24,3.0,96.8,0.8,Active,35.0,47.0,0.57,14.0,0.73,Medium,,,,
S1359,21.0,Female,Computer Science,2.91,4.0,63.8,0.74,Graduated,16.0,44.0,0.9,18.0,0.83,High,,,,
S1360,24.0,Female,Business,3.56,4.0,81.8,0.97,Leave,17.0,10.0,0.8,9.0,0.9,Low,,,,
S1361,23.0,Female,Engineering,4.0,3.0,89.6,0.61,Leave,22.0,38.0,0.55,11.0,0.88,High,,,,
S1362,23.0,Male,Business,2.38,5.0,90.3,0.83,Graduated,33.0,13.0,0.97,5.0,0.97,High,,,,
S1363,18.0,Other,Computer Science,2.92,4.0,84.3,0.82,Graduated,7.0,70.0,0.54,12.0,0.7,Medium,,,,
S1364,23.0,Female,Engineering,2.86,6.0,66.7,0.69,Graduated,12.0,26.0,0.81,3.0,0.6,High,,,,
S1365,25.0,Female,Arts,2.61,4.0,91.9,0.77,Active,22.0,37.0,0.71,12.0,0.78,Medium,,,,
S1366,23.0,Female,Business,2.4,5.0,88.8,0.86,Graduated,19.0,59.0,0.78,16.0,0.56,High,,,,
S1367,20.0,Female,Computer Science,2.13,4.0,63.4,0.89,Active,21.0,17.0,0.61,0.0,0.64,High,,,,
S1368,23.0,Female,Business,3.77,3.0,78.6,0.6,Leave,22.0,43.0,0.84,4.0,0.6,High,,,,
S1369,18.0,Other,Engineering,2.84,4.0,67.0,0.97,Active,34.0,68.0,0.98,16.0,0.7,Medium,,,,
S1370,19.0,Other,Engineering,2.99,4.0,73.5,0.67,Graduated,2.0,27.0,0.73,17.0,0.56,High,,,,
S1371,24.0,Female,Arts,3.83,5.0,60.7,0.69,Active,33.0,68.0,0.76,6.0,0.52,High,,,,
S1372,20.0,Male,Computer Science,3.55,3.0,76.0,0.71,Graduated,32.0,36.0,0.62,15.0,0.83,High,,,,
S1373,25.0,Other,Computer Science,2.26,5.0,82.0,0.62,Active,16.0,25.0,0.95,7.0,0.81,High,,,,
S1374,19.0,Male,Arts,3.13,4.0,84.8,0.65,Leave,18.0,19.0,0.99,11.0,0.85,High,,,,
S1375,20.0,Other,Arts,2.88,6.0,86.5,0.99,Active,29.0,85.0,0.89,13.0,0.83,Medium,,,,
S1376,22.0,Female,Computer Science,3.59,4.0,93.5,0.73,Leave,22.0,31.0,0.77,18.0,0.56,High,,,,
S1377,21.0,Other,Business,3.45,5.0,68.6,0.65,Graduated,14.0,25.0,0.98,10.0,0.65,High,,,,
S1378,22.0,Female,Business,3.38,6.0,64.8,0.64,Leave,13.0,21.0,0.58,11.0,0.56,High,,,,
S1379,23.0,Other,Arts,2.68,5.0,94.1,0.89,Graduated,1.0,84.0,0.74,12.0,0.92,Medium,,,,
S1380,19.0,Female,Business,3.61,5.0,66.3,0.94,Graduated,38.0,60.0,0.77,7.0,0.87,Low,,,,
S1381,23.0,Female,Computer Science,2.1,3.0,99.0,0.7,Leave,17.0,10.0,0.75,0.0,0.6,High,,,,
S1382,21.0,Female,Engineering,2.32,6.0,93.7,0.61,Leave,5.0,36.0,0.9,8.0,0.67,High,,,,
S1383,20.0,Female,Engineering,2.67,4.0,80.0,0.69,Active,31.0,76.0,0.84,1.0,0.98,High,,,,
S1384,21.0,Male,Business,2.15,5.0,99.3,0.62,Active,20.0,21.0,0.56,13.0,0.8,High,,,,
S1385,18.0,Female,Arts,2.47,4.0,63.9,0.64,Leave,39.0,39.0,0.67,12.0,0.9,High,,,,
S1386,21.0,Male,Arts,3.66,3.0,72.1,0.77,Leave,27.0,18.0,0.67,15.0,0.63,Medium,,,,
S1387,18.0,Male,Arts,3.9,3.0,85.5,0.69,Leave,26.0,62.0,0.78,1.0,0.61,High,,,,
S1388,21.0,Female,Arts,2.61,6.0,74.0,0.81,Leave,1.0,70.0,0.65,3.0,0.89,Medium,,,,
S1389,24.0,Male,Arts,2.53,3.0,97.1,0.7,Graduated,32.0,63.0,0.56,11.0,0.84,High,,,,
S1390,18.0,Other,Business,2.56,3.0,62.6,0.98,Leave,15.0,46.0,0.83,15.0,0.84,Medium,,,,
S1391,19.0,Female,Engineering,2.56,4.0,82.0,0.96,Leave,38.0,74.0,0.93,9.0,0.78,Medium,,,,
S1392,23.0,Male,Engineering,2.07,3.0,83.6,0.83,Leave,21.0,51.0,0.97,2.0,0.78,High,,,,
S1393,25.0,Female,Business,3.85,3.0,86.1,0.74,Leave,12.0,58.0,0.99,3.0,0.87,High,,,,
S1394,23.0,Female,Arts,2.43,5.0,70.2,0.75,Graduated,1.0,13.0,0.89,5.0,0.64,High,,,,
S1395,22.0,Female,Business,2.84,3.0,74.6,0.76,Active,13.0,73.0,0.57,4.0,0.68,Medium,,,,
S1396,23.0,Male,Engineering,2.02,5.0,93.7,0.89,Active,37.0,88.0,0.93,17.0,0.94,High,,,,
S1397,20.0,Other,Computer Science,3.72,3.0,67.8,0.78,Active,27.0,60.0,0.7,2.0,0.65,Medium,,,,
S1398,24.0,Other,Business,3.46,3.0,93.1,0.94,Active,6.0,81.0,0.86,9.0,0.77,Low,,,,
S1399,21.0,Male,Arts,3.89,6.0,82.5,0.98,Active,17.0,69.0,0.77,10.0,0.85,Low,,,,
S1400,22.0,Female,Engineering,3.56,6.0,90.5,0.73,Graduated,35.0,88.0,0.91,18.0,1.0,High,,,,
S1401,20.0,Male,Engineering,2.63,5.0,88.5,0.82,Active,35.0,40.0,0.71,13.0,0.72,Medium,,,,
S1402,20.0,Male,Engineering,2.5,3.0,68.3,0.64,Graduated,3.0,81.0,0.53,10.0,0.71,High,,,,
S1403,18.0,Male,Engineering,3.4,4.0,82.8,0.68,Graduated,29.0,67.0,0.78,3.0,0.92,High,,,,
S1404,23.0,Female,Arts,2.73,6.0,94.7,0.77,Active,23.0,13.0,0.59,5.0,0.9,Medium,,,,
S1405,19.0,Male,Computer Science,3.13,4.0,77.3,0.68,Active,19.0,31.0,0.98,16.0,0.87,High,,,,
S1406,25.0,Female,Engineering,2.01,6.0,98.7,0.95,Active,30.0,12.0,0.76,18.0,0.73,High,,,,
S1407,19.0,Male,Business,2.12,6.0,78.1,0.66,Leave,23.0,88.0,0.78,12.0,0.66,High,,,,
S1408,22.0,Other,Computer Science,3.07,3.0,65.7,0.78,Graduated,6.0,56.0,0.95,9.0,0.8,Medium,,,,
S1409,24.0,Male,Engineering,3.13,6.0,75.6,0.84,Active,25.0,47.0,0.81,10.0,0.94,Medium,,,,
S1410,19.0,Male,Computer Science,3.5,4.0,98.1,0.88,Leave,12.0,42.0,0.65,5.0,0.94,Low,,,,
S1411,21.0,Other,Business,2.26,6.0,72.8,0.75,Graduated,7.0,87.0,0.65,1.0,0.55,High,,,,
S1412,19.0,Female,Engineering,3.03,5.0,94.7,0.95,Leave,4.0,57.0,0.75,0.0,0.71,Low,,,,
S1413,22.0,Female,Business,2.39,3.0,95.3,0.83,Leave,12.0,74.0,0.93,10.0,0.73,High,,,,
S1414,25.0,Male,Arts,2.19,3.0,74.0,0.78,Active,28.0,35.0,0.9,15.0,0.99,High,,,,
S1415,19.0,Other,Engineering,2.82,5.0,63.3,0.63,Graduated,19.0,17.0,0.98,2.0,0.84,High,,,,
S1416,21.0,Female,Engineering,2.33,5.0,89.0,0.79,Leave,13.0,59.0,0.54,4.0,0.7,High,,,,
S1417,18.0,Male,Engineering,2.44,5.0,72.5,0.93,Graduated,31.0,89.0,0.63,14.0,0.51,High,,,,
S1418,24.0,Other,Engineering,2.64,6.0,91.3,0.85,Active,26.0,47.0,0.54,14.0,0.78,Medium,,,,
S1419,22.0,Female,Arts,2.52,3.0,77.7,0.93,Graduated,24.0,19.0,0.88,3.0,0.55,Medium,,,,
S1420,18.0,Female,Engineering,2.18,5.0,79.4,0.8,Leave,3.0,51.0,0.57,3.0,0.92,High,,,,
S1421,18.0,Other,Computer Science,2.18,6.0,91.1,0.65,Leave,20.0,46.0,0.55,7.0,0.88,High,,,,
S1422,18.0,Other,Engineering,2.39,5.0,75.3,0.61,Graduated,17.0,35.0,0.78,6.0,0.73,High,,,,
S1423,20.0,Other,Arts,2.1,4.0,77.7,0.72,Leave,38.0,21.0,0.71,16.0,0.71,High,,,,
S1424,24.0,Other,Engineering,3.25,4.0,75.0,0.88,Leave,14.0,58.0,0.86,14.0,0.95,Low,,,,
S1425,25.0,Male,Computer Science,2.57,3.0,74.7,0.92,Leave,37.0,23.0,0.74,4.0,0.64,Medium,,,,
S1426,23.0,Other,Arts,2.56,6.0,81.0,0.72,Active,23.0,55.0,0.71,12.0,0.62,High,,,,
S1427,24.0,Female,Arts,2.66,4.0,92.4,0.8,Active,7.0,44.0,0.71,3.0,0.97,Medium,,,,
S1428,20.0,Female,Computer Science,3.33,4.0,74.5,0.77,Leave,27.0,38.0,0.94,16.0,0.9,Medium,,,,
S1429,23.0,Male,Computer Science,3.74,6.0,81.0,0.76,Graduated,20.0,21.0,0.7,16.0,0.91,Medium,,,,
S1430,24.0,Female,Computer Science,3.52,5.0,86.8,0.69,Active,15.0,53.0,0.67,13.0,0.6,High,,,,
S1431,18.0,Female,Computer Science,3.46,6.0,70.8,0.65,Graduated,15.0,75.0,0.67,13.0,0.57,High,,,,
S1432,22.0,Other,Computer Science,2.97,5.0,71.1,0.68,Leave,34.0,11.0,0.6,16.0,0.51,High,,,,
S1433,23.0,Female,Arts,3.39,4.0,97.3,0.62,Leave,16.0,68.0,0.93,7.0,0.62,High,,,,
S1434,21.0,Male,Arts,3.11,4.0,88.9,0.68,Graduated,8.0,26.0,0.57,1.0,0.89,High,,,,
S1435,21.0,Other,Engineering,2.43,4.0,83.1,0.6,Active,34.0,19.0,0.95,12.0,0.62,High,,,,
S1436,19.0,Other,Engineering,2.42,3.0,85.9,0.85,Graduated,28.0,27.0,0.64,15.0,0.86,High,,,,
S1437,23.0,Male,Business,2.59,3.0,61.2,0.73,Graduated,38.0,31.0,0.95,15.0,0.63,High,,,,
S1438,22.0,Other,Engineering,3.82,3.0,84.7,0.99,Leave,17.0,67.0,0.9,5.0,0.7,Low,,,,
S1439,25.0,Other,Engineering,3.09,6.0,80.4,0.68,Active,11.0,62.0,0.79,3.0,0.99,High,,,,
S1440,20.0,Male,Computer Science,3.47,4.0,81.8,0.74,Graduated,18.0,10.0,0.83,2.0,0.62,High,,,,
S1441,18.0,Other,Computer Science,2.69,4.0,74.4,0.74,Active,21.0,70.0,0.66,5.0,0.69,High,,,,
S1442,19.0,Male,Engineering,2.82,6.0,63.3,0.6,Leave,14.0,40.0,0.79,3.0,0.65,High,,,,
S1443,21.0,Male,Business,2.25,3.0,67.7,0.94,Active,0.0,40.0,0.65,17.0,0.55,High,,,,
S1444,20.0,Female,Computer Science,2.34,6.0,98.0,0.61,Leave,1.0,75.0,0.7,5.0,0.74,High,,,,
S1445,20.0,Female,Engineering,3.65,3.0,76.3,0.98,Active,7.0,28.0,0.88,4.0,0.69,Low,,,,
S1446,18.0,Other,Engineering,3.17,4.0,78.7,0.96,Graduated,21.0,62.0,0.62,8.0,0.85,Low,,,,
S1447,25.0,Other,Arts,2.68,5.0,62.1,0.81,Leave,24.0,85.0,0.92,10.0,0.91,Medium,,,,
S1448,25.0,Male,Business,3.61,3.0,61.5,0.82,Graduated,1.0,83.0,0.69,5.0,0.77,Medium,,,,
S1449,23.0,Other,Arts,2.49,4.0,88.7,0.86,Leave,8.0,31.0,0.77,15.0,0.52,High,,,,
S1450,21.0,Male,Business,3.95,4.0,81.5,0.75,Active,8.0,32.0,0.97,18.0,0.81,Medium,,,,
S1451,25.0,Male,Computer Science,2.69,5.0,80.3,0.86,Active,12.0,24.0,0.84,10.0,0.53,Medium,,,,
S1452,22.0,Other,Business,2.67,4.0,69.7,0.62,Leave,5.0,35.0,0.82,14.0,0.81,High,,,,
S1453,25.0,Male,Engineering,2.62,4.0,89.8,0.62,Leave,29.0,12.0,0.86,8.0,0.84,High,,,,
S1454,20.0,Female,Engineering,2.24,3.0,66.7,0.78,Leave,14.0,29.0,0.96,18.0,0.6,High,,,,
S1455,18.0,Other,Business,2.22,3.0,67.6,0.82,Active,14.0,49.0,0.62,18.0,0.91,High,,,,
S1456,22.0,Female,Business,3.3,5.0,78.4,0.96,Leave,6.0,48.0,0.81,8.0,0.96,Low,,,,
S1457,23.0,Other,Business,3.75,5.0,71.5,0.64,Leave,10.0,81.0,0.7,3.0,0.91,High,,,,
S1458,21.0,Male,Arts,3.58,4.0,69.9,0.93,Graduated,39.0,27.0,0.51,9.0,0.65,Low,,,,
S1459,23.0,Other,Business,2.28,3.0,85.8,0.68,Leave,37.0,50.0,0.56,8.0,0.79,High,,,,
S1460,20.0,Female,Computer Science,3.09,5.0,86.0,0.76,Graduated,39.0,79.0,0.66,18.0,0.96,Medium,,,,
S1461,22.0,Male,Arts,2.21,5.0,93.0,0.73,Graduated,1.0,36.0,0.78,14.0,0.66,High,,,,
S1462,22.0,Other,Arts,2.09,6.0,76.7,0.76,Graduated,38.0,24.0,0.94,18.0,0.91,High,,,,
S1463,22.0,Other,Business,3.31,5.0,62.9,0.66,Active,9.0,46.0,0.9,1.0,0.5,High,,,,
S1464,20.0,Other,Computer Science,3.07,4.0,70.9,0.8,Graduated,16.0,67.0,0.78,9.0,0.5,Medium,,,,
S1465,20.0,Female,Arts,2.16,3.0,99.2,0.92,Leave,6.0,14.0,0.54,18.0,0.88,High,,,,
S1466,23.0,Female,Engineering,2.07,5.0,83.9,0.78,Active,39.0,82.0,0.64,16.0,0.88,High,,,,
S1467,19.0,Other,Arts,3.98,6.0,88.4,0.8,Active,38.0,16.0,0.68,19.0,0.89,Medium,,,,
S1468,23.0,Male,Business,2.06,3.0,60.3,0.94,Active,3.0,50.0,0.81,1.0,0.97,High,,,,
S1469,21.0,Male,Computer Science,2.89,5.0,80.7,0.88,Active,34.0,19.0,0.53,18.0,0.56,Medium,,,,
S1470,18.0,Female,Business,3.01,6.0,61.5,0.8,Active,35.0,71.0,0.77,16.0,0.62,Medium,,,,
S1471,22.0,Male,Engineering,2.23,5.0,82.8,0.7,Active,30.0,35.0,0.95,17.0,0.95,High,,,,
S1472,19.0,Female,Engineering,2.34,3.0,96.8,0.95,Active,24.0,77.0,0.85,16.0,0.59,High,,,,
S1473,18.0,Other,Engineering,2.7,3.0,98.7,0.83,Graduated,12.0,33.0,0.9,1.0,0.84,Medium,,,,
S1474,19.0,Female,Business,3.52,3.0,81.6,0.69,Leave,17.0,87.0,0.84,18.0,0.77,High,,,,
S1475,25.0,Female,Arts,3.01,4.0,78.3,0.71,Leave,20.0,50.0,0.6,0.0,0.54,High,,,,
S1476,25.0,Other,Business,3.28,5.0,97.8,0.92,Graduated,0.0,74.0,0.56,10.0,0.64,Low,,,,
S1477,24.0,Male,Computer Science,3.97,4.0,86.9,0.62,Graduated,35.0,26.0,0.91,9.0,0.76,High,,,,
S1478,25.0,Female,Arts,3.54,3.0,62.6,1.0,Active,7.0,33.0,0.85,4.0,0.93,Low,,,,
S1479,23.0,Female,Engineering,2.87,6.0,78.6,0.65,Active,20.0,36.0,0.79,15.0,0.85,High,,,,
S1480,25.0,Other,Business,2.89,5.0,69.6,0.92,Graduated,20.0,16.0,0.59,4.0,0.81,Medium,,,,
S1481,20.0,Male,Engineering,3.24,4.0,78.8,0.76,Active,26.0,82.0,0.8,11.0,0.75,Medium,,,,
S1482,22.0,Female,Engineering,3.33,5.0,78.2,0.8,Leave,18.0,21.0,0.52,3.0,0.65,Medium,,,,
S1483,23.0,Other,Computer Science,3.0,6.0,83.3,0.95,Leave,22.0,12.0,0.56,5.0,0.56,Low,,,,
S1484,18.0,Female,Arts,3.29,4.0,74.3,0.77,Active,34.0,88.0,0.66,18.0,0.7,Medium,,,,
S1485,24.0,Other,Computer Science,2.05,3.0,66.6,0.81,Active,39.0,19.0,0.72,8.0,0.51,High,,,,
S1486,24.0,Male,Computer Science,2.86,4.0,80.1,0.62,Active,4.0,42.0,0.56,11.0,0.61,High,,,,
S1487,24.0,Male,Computer Science,2.56,5.0,93.2,0.6,Leave,7.0,55.0,0.56,14.0,0.72,High,,,,
S1488,18.0,Male,Engineering,2.26,5.0,86.6,0.7,Active,10.0,68.0,0.86,15.0,0.71,High,,,,
S1489,18.0,Male,Computer Science,2.2,5.0,73.5,0.87,Graduated,15.0,61.0,0.78,12.0,0.52,High,,,,
S1490,18.0,Female,Computer Science,3.21,5.0,97.4,0.65,Active,38.0,15.0,0.77,6.0,0.79,High,,,,
S1491,18.0,Female,Arts,3.05,3.0,96.5,0.65,Graduated,23.0,11.0,0.73,19.0,0.77,High,,,,
S1492,24.0,Male,Arts,2.51,4.0,68.4,0.76,Active,20.0,38.0,0.99,3.0,0.54,Medium,,,,
S1493,24.0,Male,Computer Science,2.94,3.0,61.6,0.86,Active,22.0,49.0,0.52,10.0,0.97,Medium,,,,
S1494,19.0,Male,Arts,2.98,3.0,89.7,0.88,Leave,37.0,70.0,0.59,7.0,0.55,Medium,,,,
S1495,23.0,Female,Arts,2.39,3.0,93.1,0.67,Graduated,7.0,77.0,0.82,5.0,0.93,High,,,,
S1496,22.0,Male,Computer Science,3.3,5.0,98.7,0.63,Graduated,6.0,77.0,0.57,9.0,0.5,High,,,,
S1497,25.0,Male,Engineering,3.56,5.0,95.6,0.98,Graduated,1.0,38.0,0.79,6.0,0.94,Low,,,,
S1498,25.0,Male,Computer Science,3.58,5.0,84.0,0.7,Leave,29.0,71.0,0.78,6.0,0.51,High,,,,
S1499,20.0,Other,Arts,3.2,4.0,81.2,0.94,Graduated,12.0,69.0,0.99,3.0,0.88,Low,,,,
S1500,24.0,Male,Engineering,3.02,6.0,61.1,0.95,Leave,22.0,50.0,0.94,2.0,0.68,Low,,,,
S1501,20.0,Other,Business,2.12,5.0,69.9,0.91,Active,28.0,74.0,0.97,6.0,0.87,High,,,,
S1502,23.0,Other,Engineering,2.58,4.0,78.4,0.67,Active,37.0,73.0,0.56,3.0,0.7,High,,,,
S1503,23.0,Male,Arts,2.19,5.0,85.1,0.93,Graduated,36.0,88.0,0.93,12.0,0.54,High,,,,
S1504,20.0,Other,Engineering,3.93,5.0,82.3,0.91,Active,19.0,72.0,0.56,19.0,0.88,Low,,,,
S1505,24.0,Male,Computer Science,2.27,3.0,89.7,0.84,Active,32.0,57.0,0.82,16.0,0.54,High,,,,
S1506,20.0,Female,Business,2.3,3.0,71.2,0.73,Graduated,28.0,29.0,0.86,6.0,0.96,High,,,,
S1507,25.0,Female,Business,3.78,3.0,82.6,0.71,Active,14.0,46.0,0.58,16.0,0.53,High,,,,
S1508,19.0,Female,Business,3.89,4.0,63.5,0.65,Graduated,22.0,73.0,0.82,3.0,0.74,High,,,,
S1509,25.0,Female,Arts,3.53,6.0,76.5,0.8,Graduated,2.0,14.0,0.53,10.0,0.86,Medium,,,,
S1510,21.0,Other,Arts,2.01,6.0,90.0,0.83,Active,36.0,43.0,0.65,2.0,0.7,High,,,,
S1511,24.0,Male,Business,2.0,4.0,87.7,0.74,Active,28.0,48.0,0.96,10.0,0.61,High,,,,
S1512,24.0,Male,Engineering,2.76,5.0,99.6,0.79,Active,7.0,76.0,0.59,2.0,0.88,Medium,,,,
S1513,22.0,Male,Business,2.29,4.0,71.1,0.75,Active,21.0,71.0,0.53,11.0,0.89,High,,,,
S1514,18.0,Female,Engineering,2.04,5.0,79.9,0.86,Active,28.0,33.0,0.72,0.0,0.96,High,,,,
S1515,21.0,Female,Engineering,2.93,4.0,73.2,0.96,Leave,1.0,12.0,0.93,3.0,0.69,Medium,,,,
S1516,23.0,Male,Arts,3.89,4.0,77.6,0.67,Active,0.0,80.0,0.54,13.0,0.75,High,,,,
S1517,24.0,Female,Engineering,2.65,4.0,94.3,0.75,Leave,19.0,76.0,0.68,0.0,0.68,Medium,,,,
S1518,20.0,Male,Business,3.32,6.0,87.4,0.66,Graduated,20.0,88.0,0.95,13.0,0.63,High,,,,
S1519,21.0,Male,Arts,3.3,3.0,95.3,0.85,Active,36.0,59.0,0.56,12.0,0.88,Low,,,,
S1520,22.0,Male,Computer Science,2.5,4.0,68.1,0.89,Active,7.0,38.0,0.66,12.0,0.67,Medium,,,,
S1521,23.0,Male,Computer Science,3.3,6.0,94.9,0.97,Active,26.0,83.0,0.89,14.0,0.71,Low,,,,
S1522,18.0,Male,Arts,2.42,3.0,62.4,0.71,Graduated,34.0,41.0,0.77,16.0,0.7,High,,,,
S1523,18.0,Male,Business,2.24,3.0,95.5,0.98,Leave,5.0,48.0,0.92,11.0,0.86,High,,,,
S1524,22.0,Male,Computer Science,3.4,4.0,73.2,0.63,Leave,18.0,18.0,0.56,13.0,0.96,High,,,,
S1525,22.0,Female,Computer Science,2.23,5.0,72.6,0.84,Active,17.0,23.0,0.96,11.0,0.83,High,,,,
S1526,20.0,Male,Engineering,3.99,5.0,80.5,0.62,Active,0.0,77.0,0.97,17.0,0.74,High,,,,
S1527,24.0,Male,Engineering,2.37,5.0,97.6,0.96,Active,24.0,73.0,0.58,3.0,0.89,High,,,,
S1528,18.0,Female,Business,3.19,4.0,61.9,0.81,Active,26.0,29.0,0.52,13.0,0.82,Medium,,,,
S1529,23.0,Female,Arts,2.82,5.0,74.1,0.87,Graduated,6.0,37.0,0.99,18.0,0.53,Medium,,,,
S1530,21.0,Female,Business,2.25,6.0,94.3,0.93,Active,28.0,23.0,0.74,12.0,0.55,High,,,,
S1531,23.0,Male,Arts,2.06,6.0,75.8,0.66,Graduated,30.0,53.0,0.79,17.0,0.52,High,,,,
S1532,19.0,Other,Computer Science,3.25,6.0,68.0,0.62,Active,35.0,86.0,0.81,10.0,0.73,High,,,,
S1533,19.0,Other,Engineering,3.61,6.0,77.0,0.95,Leave,18.0,48.0,0.89,5.0,0.91,Low,,,,
S1534,22.0,Female,Business,3.68,3.0,75.4,0.73,Leave,5.0,37.0,0.91,8.0,0.66,High,,,,
S1535,20.0,Other,Business,2.97,6.0,96.6,0.65,Active,24.0,73.0,0.6,11.0,0.69,High,,,,
S1536,19.0,Female,Arts,3.55,5.0,90.5,0.79,Active,30.0,41.0,0.62,18.0,0.95,Medium,,,,
S1537,18.0,Male,Arts,3.35,4.0,80.2,0.84,Graduated,8.0,18.0,0.94,13.0,0.92,Medium,,,,
S1538,23.0,Other,Business,3.45,5.0,99.5,0.61,Active,19.0,37.0,0.91,14.0,0.83,High,,,,
S1539,23.0,Male,Arts,2.99,6.0,78.6,0.71,Active,9.0,26.0,0.81,10.0,0.63,High,,,,
S1540,22.0,Other,Business,3.27,3.0,62.3,0.61,Active,36.0,86.0,1.0,5.0,0.56,High,,,,
S1541,24.0,Male,Business,3.61,6.0,70.5,0.77,Leave,26.0,64.0,0.87,13.0,0.51,Medium,,,,
S1542,24.0,Other,Business,2.8,4.0,77.4,0.96,Graduated,12.0,19.0,0.61,2.0,0.55,Medium,,,,
S1543,21.0,Male,Computer Science,3.61,5.0,66.3,0.99,Leave,1.0,89.0,0.92,18.0,0.65,Low,,,,
S1544,22.0,Male,Arts,3.18,4.0,97.9,0.85,Graduated,20.0,15.0,0.71,19.0,0.78,Low,,,,
S1545,25.0,Other,Engineering,2.33,4.0,90.7,0.66,Leave,32.0,57.0,0.52,10.0,0.53,High,,,,
,,,,6.0,,,,,,,,,,,S001,G. ManiBindhu Srimayee,CSE-DS,2022-2026
